Kc,FW_MUESTRA
-0.5916581697992362,-0.4607717262762888
-1.024035045612469,-0.939774603894795
-0.1804364727420381,-0.21059915865368634
0.055360629671987016,0.29318327024416274
0.10702319730909461,0.3786234389518283
-0.3561350790874165,-0.04864496500626733
-0.47907454898372615,-0.3754218910030558
-0.4717861007512138,-0.3754218910030558
-0.39997337516431547,-0.29324567577254596
-0.32531219483856433,-0.21412043124733932
-0.23901454960324603,-0.06455854594224118
-0.21060966658700947,-0.028897295162873933
-0.21800484301251422,-0.028897295162873933
-0.2247691793427045,-0.028897295162873933
-0.23901454960324603,-0.06455854594224118
-0.243581292940655,-0.06455854594224118
-0.23901454960324603,-0.06455854594224118
-0.2247691793427045,-0.028897295162873933
-0.2247691793427045,-0.028897295162873933
-0.21060966658700947,-0.028897295162873933
-0.21060966658700947,-0.028897295162873933
-0.21060966658700947,-0.028897295162873933
-0.21060966658700947,-0.028897295162873933
-0.18254590570830756,0.00609916839056035
-0.18254590570830756,0.00609916839056035
-0.21060966658700947,-0.028897295162873933
-0.18174432096285356,0.00609916839056035
0.26948400597885985,0.37935038108117675
0.3774860593263241,0.6312933894677432
0.055360629671987016,0.3216310357484356
-0.08694883529546585,0.10722591770341128
-0.1410808395635367,0.00609916839056035
-0.11385159279671768,0.07414837862069668
-0.08663845614146838,0.13412039602139725
-0.04719798264682781,0.13968858895867703
-0.034106581108184576,0.17154808530854723
-0.04719798264682781,0.17154808530854723
-0.04739152570247339,0.13968858895867703
-0.07361867547903597,0.10722591770341128
-0.08694883529546585,0.10722591770341128
-0.08694883529546585,0.10722591770341128
-0.08694883529546585,0.10722591770341128
-0.08694883529546585,0.10722591770341128
-0.08694883529546585,0.10722591770341128
-0.10035972960331059,0.10722591770341128
-0.10035972960331059,0.07414837862069668
-0.11385159279671768,0.07414837862069668
0.02995629264533956,0.07414837862069668
0.37993993693164385,0.5521299958915621
0.335251028610999,0.6540765138993192
0.030412208722322632,0.2636224920338578
-0.07361867547903597,0.11833908871009458
-0.08694883529546585,0.07414837862069668
-0.07361867547903597,0.10722591770341128
-0.034106581108184576,0.13968858895867703
-0.00815891135131796,0.23350367536322347
-0.00815891135131796,0.23350367536322347
-0.013152909983104498,0.17154808530854723
-0.034106581108184576,0.13968858895867703
-0.06807461379864974,0.13968858895867703
-0.00815891135131796,0.2636224920338578
-0.034106581108184576,0.13968858895867703
-0.034106581108184576,0.13968858895867703
-0.021093632682859784,0.17154808530854723
0.01747834464015824,0.23350367536322347
0.04280894530610095,0.2636224920338578
0.04280894530610095,0.2636224920338578
0.03018171927884602,0.2636224920338578
-0.00815891135131796,0.23350367536322347
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.00815891135131796,0.23350367536322347
-0.02058698489844035,0.23350367536322347
-0.021093632682859784,0.23350367536322347
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
0.36731407771983926,0.46632132924867553
0.47066898908325494,0.6828196728565036
0.17681761869069929,0.5038928123424236
0.04280894530610095,0.2636224920338578
0.01747834464015824,0.23350367536322347
0.03018171927884602,0.255049087137956
0.04280894530610095,0.2636224920338578
0.08023875136320484,0.2848910285642633
0.09256613076533854,0.29318327024416274
0.08023875136320484,0.29318327024416274
0.055360629671987016,0.2636224920338578
0.03018171927884602,0.2636224920338578
0.03018171927884602,0.23350367536322347
0.01747834464015824,0.23350367536322347
0.03018171927884602,0.23350367536322347
0.01747834464015824,0.23350367536322347
0.01747834464015824,0.23350367536322347
-0.00815891135131796,0.23350367536322347
-0.00815891135131796,0.23350367536322347
-0.00815891135131796,0.23350367536322347
0.36731407771983926,0.5289007811338196
0.47066898908325494,0.6983976564967536
0.17681761869069929,0.5006075249555431
0.055360629671987016,0.2636224920338578
0.03018171927884602,0.2636224920338578
0.03018171927884602,0.2636224920338578
0.04280894530610095,0.2636224920338578
0.08023875136320484,0.30462059355391746
0.09256613076533854,0.29318327024416274
0.09256613076533854,0.29318327024416274
0.055360629671987016,0.2709118962550807
0.03018171927884602,0.2636224920338578
-0.00815891135131796,0.23350367536322347
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.034106581108184576,0.17154808530854723
0.28839245955255854,0.38889817514208697
0.44030597517986153,0.6764419546720385
0.2348697374675655,0.5580125236414785
0.03018171927884602,0.2636224920338578
-0.034106581108184576,0.17154808530854723
-0.021093632682859784,0.17154808530854723
0.006657772410890793,0.23350367536322347
0.055360629671987016,0.2636224920338578
0.08023875136320484,0.26773544257271814
0.055360629671987016,0.28064607105998596
0.03018171927884602,0.2636224920338578
-0.00815891135131796,0.23350367536322347
-0.021093632682859784,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.021093632682859784,0.17154808530854723
-0.03314103503933459,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.034106581108184576,0.17154808530854723
-0.04719798264682781,0.13968858895867703
-0.0035982269538743245,0.13968858895867703
0.36731407771983926,0.54744974595709
0.43006396797058727,0.6764419546720385
0.09642480927966432,0.37849994175288304
