DATE,Kc,FW_MUESTRA,Falla
2020-01-18 11:00:00,1.167642,0.2275711,D
2020-01-18 11:20:00,1.136808,0.2405892,D
2020-01-18 11:40:00,1.278935,0.223441,D
2020-01-18 12:00:00,1.322338,0.2228009,D
2020-01-18 12:20:00,1.296875,0.2288426,D
2020-01-18 12:40:00,1.394676,0.2228009,D
2020-01-18 13:00:00,1.370584,0.228588,D
2020-01-18 13:20:00,1.432546,0.2313383,D
2020-01-18 13:40:00,1.482928,0.228588,D
2020-01-18 14:00:00,1.336329,0.2575231,D
2020-01-18 14:20:00,1.524884,0.2372685,D
2020-01-18 14:40:00,1.555266,0.2430556,D
2020-01-18 15:00:00,1.345025,0.2745347,D
2020-01-18 15:20:00,1.618924,0.2434428,D
2020-01-18 15:40:00,1.633391,0.2430556,D
2020-01-18 16:00:00,1.413219,0.2719907,D
2020-01-18 16:40:00,1.645191,0.2471663,D
